tab delimited	contribution																																		
id	version	timestamp	contributor	data_model_version	reference	description																													
17114	2	2021-04-22T00:16:27.735Z	@najmagic	3	10.1130/L580.1	"Added geologic_classes, lithologies, and ages to the locations table. Fix other ages problems. Fix other data formatting issues.  Added other required columns. "																													
>>>>>>>>>>																																			
tab delimited	locations																																		
location	location_type	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age_low	age_high	age_unit																								
SLB09	Two Island River	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53289	269.0659		1086	1091.61	Ma	0	288.3	41.8	11	6.8082	31	7	7	7	0	mag	t	29.6	183.3	8.2	13.5	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB09	Two Island River	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53289	269.0659		1086	1091.61	Ma	100	277.3	57.2	10.7	6.8154	32	7	7	7	0	hem	t	31.3	202.5	11.4	15.6	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB09	Two Island River	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53289	269.0659		1086	1091.61	Ma	100	278.8	56.8	11	6.8083	31	7	7	7	0	mag	t	32	201.3	11.6	16	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB10	Two Island River	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53251	269.06656		1086	1091.61	Ma	0	272.6	11.8	11.2	9.5369	19	10	10	10	0	hem	t	6.1	181.2	5.8	11.4	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB10	Two Island River	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53251	269.06656		1086	1091.61	Ma	0	273.5	10.3	10.7	9.5754	21	10	10	10	0	mag	t	6.2	180	5.5	10.8	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB10	Two Island River	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53251	269.06656		1086	1091.61	Ma	100	267.8	29.7	9	9.696	30	10	10	10	0	hem	t	10.2	191.5	5.5	10	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB10	Two Island River	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53251	269.06656		1086	1091.61	Ma	100	268.9	28.5	9.4	9.6716	27	10	10	10	0	mag	t	10.4	190.2	5.7	10.3	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB11	Two Island River	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651		1086	1091.61	Ma	0	268.1	26	8.6	8.783	37	9	9	9	0	hem	t	8.8	189.8	5	9.3	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB11	Two Island River	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651		1086	1091.61	Ma	0	271.6	24.6	8.4	8.7935	39	9	9	9	0	mag	t	10.5	186.7	4.8	9	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB11	Two Island River	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651		1086	1091.61	Ma	100	260.3	37.5	8.6	8.7826	37	9	9	9	0	hem	t	9.1	200.3	6	10.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB11	Two Island River	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651		1086	1091.61	Ma	100	264.5	36.9	8.4	8.7936	39	9	9	9	0	mag	t	11.5	197.1	5.8	9.8	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB12	Two Island River	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651	146	1086	1091.61	Ma	0	270	22.7	2.7	8.9777	359	9	9	9	0	hem	t	8.7	187.1	1.5	2.9	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB12	Two Island River	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651	146	1086	1091.61	Ma	0	270.9	19.5	2.9	8.9753	324	9	9	9	0	mag	t	8	185.2	1.6	3	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB12	Two Island River	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651	146	1086	1091.61	Ma	100	263.3	34.7	2.7	8.9778	360	9	9	9	0	hem	t	9.6	196.9	1.8	3.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB12	Two Island River	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53223	269.06651	146	1086	1091.61	Ma	100	265.2	31.8	2.9	8.9753	324	9	9	9	0	mag	t	9.5	194.3	1.8	3.3	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB13	Two Island River	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53176	269.06706	151.3	1086	1091.61	Ma	0	270.1	12.5	6	7.9178	85	8	8	8	0	hem	t	4.7	183.3	3.1	6.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB13	Two Island River	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53176	269.06706	151.3	1086	1091.61	Ma	0	270.5	11.7	5.8	7.9229	91	8	8	8	0	mag	t	4.7	182.7	3	5.9	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB13	Two Island River	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53176	269.06706	151.3	1086	1091.61	Ma	100	266	24.9	6	7.9179	85	8	8	8	0	hem	t	6.9	190.9	3.5	6.4	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB13	Two Island River	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53176	269.06706	151.3	1086	1091.61	Ma	100	266.7	24.2	5.8	7.9231	91	8	8	8	0	mag	t	7.1	190.1	3.3	6.2	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB14	Two Island River	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53111	269.06746		1086	1091.61	Ma	0	273.1	16.7	5.5	8.9085	87	9	9	9	0	hem	t	8.4	182.6	2.9	5.7	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB14	Two Island River	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53111	269.06746		1086	1091.61	Ma	0	268.5	10.7	2.4	8.9827	462	9	9	9	0	mag	t	3	183.8	1.2	2.4	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB14	Two Island River	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53111	269.06746		1086	1091.61	Ma	100	268.3	29.5	5.5	8.909	88	9	9	9	0	hem	t	10.5	191.1	3.4	6.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB14	Two Island River	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53111	269.06746		1086	1091.61	Ma	100	264.8	22.8	2.4	8.983	472	9	9	9	0	mag	t	5.3	190.9	1.4	2.5	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB15	Two Island River	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53092	269.06847		1086	1091.61	Ma	0	269.6	10.7	5	8.9262	108	9	9	9	0	hem	t	3.7	183	2.6	5.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB15	Two Island River	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53092	269.06847		1086	1091.61	Ma	0	268.9	10.2	5.7	8.9041	83	9	9	9	0	mag	t	3	183.4	2.9	5.8	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB15	Two Island River	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53092	269.06847		1086	1091.61	Ma	100	266	22.9	5	8.9265	109	9	9	9	0	hem	t	6.1	190.1	2.8	5.3	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB15	Two Island River	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53092	269.06847		1086	1091.61	Ma	100	265.4	22.3	5.7	8.9041	83	9	9	9	0	mag	t	5.5	190.3	3.2	6	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB16	Two Island River	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.5306	269.06898		1086	1091.61	Ma	0	279.5	9.5	5.6	8.9067	86	9	9	9	0	hem	t	9.9	175.3	2.9	5.7	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB16	Two Island River	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.5306	269.06898		1086	1091.61	Ma	0	278	9.6	7.2	8.8484	53	9	9	9	0	mag	t	9	176.4	3.7	7.3	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB16	Two Island River	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.5306	269.06898		1086	1091.61	Ma	100	276.7	23.6	5.6	8.9067	86	9	9	9	0	hem	t	13.6	182.6	3.2	6	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB16	Two Island River	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.5306	269.06898		1086	1091.61	Ma	100	275	23.5	7.2	8.8477	53	9	9	9	0	mag	t	12.4	183.8	4.1	7.7	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB17	Two Island River	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53024	269.06923	218.7	1086	1091.61	Ma	0	290.4	35.9	6.6	7.901	71	8	8	8	0	hem	t	28.2	178.3	4.4	7.7	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB17	Two Island River	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53024	269.06923	218.7	1086	1091.61	Ma	0	289.8	34.8	6.8	7.8971	68	8	8	8	0	mag	t	27.3	178.1	4.5	7.8	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB17	Two Island River	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53024	269.06923	218.7	1086	1091.61	Ma	100	283.5	51.4	6.6	7.9009	71	8	8	8	0	hem	t	31.7	193.5	6.1	9	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB17	Two Island River	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53024	269.06923	218.7	1086	1091.61	Ma	100	283	50.2	6.8	7.897	68	8	8	8	0	mag	t	30.7	192.9	6.1	9.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB18	Two Island River	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53006	269.06937	225.9	1086	1091.61	Ma	0	287.1	36.1	3.6	8.961	205	9	9	9	0	hem	t	26.1	180.8	2.4	4.2	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB18	Two Island River	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.53006	269.06937	225.9	1086	1091.61	Ma	0	287	36.7	3.5	8.9631	217	9	9	9	0	mag	t	26.3	181.2	2.4	4.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB18	Two Island River	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53006	269.06937	225.9	1086	1091.61	Ma	100	279.2	51.1	3.6	8.9612	206	9	9	9	0	hem	t	28.7	196	3.3	4.9	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB18	Two Island River	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	This study	Extrusive	Lava Flow	Basalt	47.53006	269.06937	225.9	1086	1091.61	Ma	100	278.8	51.6	3.5	8.9632	218	9	9	9	0	mag	t	28.7	196.6	3.2	4.8	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
SLB19	Two Island River	SLB19.1:SLB19.2:SLB19.3:SLB19.4:SLB19.5:SLB19.6:SLB19.7:SLB19.8:SLB19.9	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	i	g	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	This study	Extrusive	Lava Flow	Basalt	47.52995	269.0696		1086	1091.61	Ma	0	290.2	33	3.6	8.9616	208	9	9	9	0	hem	t	26.7	176.9	2.3	4.1	Site direction included in results table	pmagpy-3.4.1: demag_gui.v.3.0	Fairchild:Swanson-Hysell:Sprain
